Number,Direction,Feet,boundary
992,32.87113601,632,Pleasant Hill Rural Fire Protection District
993,18.19110086,40.34,Pleasant Hill Rural Fire Protection District
994,351.0683161,34.68,Pleasant Hill Rural Fire Protection District
995,317.6857484,56.99,Pleasant Hill Rural Fire Protection District
996,296.562239,1049.28,Pleasant Hill Rural Fire Protection District
997,224.1122561,541.56,Pleasant Hill Rural Fire Protection District
998,271.3685742,1088.8,Pleasant Hill Rural Fire Protection District
999,181.7205489,1249.1,Pleasant Hill Rural Fire Protection District
1000,88.97873671,730.17,Pleasant Hill Rural Fire Protection District
1001,93.07928232,550.96,Pleasant Hill Rural Fire Protection District
1002,71.89723854,431.57,Pleasant Hill Rural Fire Protection District
1003,61.5544571,128.82,Pleasant Hill Rural Fire Protection District
1004,56.37828007,60.64,Pleasant Hill Rural Fire Protection District
1005,126.5214888,42.07,0
1006,181.6814692,942.96,Pleasant Hill Rural Fire Protection District
